0.761821,0.529014,1
0.215143,0.463941,2
0.338887,0.561721,3
0.756,0.650585,1
0.201861,0.467596,2
0.432541,0.609332,3
0.68238,0.353285,1
0.204526,0.408629,2
0.929048,0.574787,3
0.589925,0.858723,1
0.244433,0.335165,2
0.736003,0.265366,3
0.721465,0.732443,1
0.190456,0.531515,2
0.862982,0.377832,3
0.507655,0.864745,1
0.222343,0.62402,2
0.411509,0.289505,3
0.705782,0.803778,1
0.30237,0.224577,2
0.328005,0.425747,3
0.442239,0.412153,1
0.314611,0.683543,2
0.755376,0.276736,3
0.246301,0.816696,1
0.434898,0.139394,2
0.355614,0.583224,3
0.73566,0.727005,1
0.26848,0.24378,2
0.318127,0.504815,3
0.669151,0.362967,1
0.303276,0.234836,2
0.428031,0.635453,3
0.344517,0.853833,1
0.278176,0.271527,2
0.470523,0.633119,3
0.691,0.419316,1
0.682733,0.576377,2
0.487756,0.624647,3
0.430609,0.890123,1
0.279734,0.652119,2
0.772186,0.319582,3
0.551082,0.891784,1
0.476742,0.743624,2
0.529092,0.248241,3
0.722457,0.429207,1
0.644828,0.529833,2
0.655801,0.25372,3
0.270517,0.82401,1
0.497179,0.734845,2
0.485567,0.279578,3
0.494088,0.400469,1
0.407617,0.724362,2
0.344317,0.493044,3
0.73628,0.455473,1
0.240083,0.532351,2
0.352832,0.400012,3
0.690837,0.814437,1
0.644584,0.585963,2
0.926341,0.622632,3
0.701086,0.811755,1
0.681333,0.540599,2
0.730327,0.301278,3
0.660745,0.406308,1
0.645998,0.600251,2
0.707012,0.250676,3
0.680761,0.814073,1
0.210862,0.44936,2
0.6427,0.231892,3
0.496222,0.87388,1
0.670876,0.666834,2
0.343463,0.500308,3
0.779735,0.462455,1
0.379412,0.171878,2
0.451858,0.638867,3
0.743199,0.497295,1
0.252142,0.601833,2
0.528412,0.233045,3
0.48385,0.427641,1
0.618322,0.70341,2
0.918714,0.660488,3
0.789808,0.540072,1
0.527367,0.768557,2
0.370412,0.538928,3
0.586005,0.33977,1
0.226434,0.544682,2
0.406301,0.621671,3
0.26563,0.834013,1
0.196013,0.443871,2
0.436243,0.607371,3
0.374067,0.849736,1
0.291672,0.653069,2
0.903807,0.583238,3
0.707331,0.383517,1
0.339043,0.710062,2
0.895146,0.522023,3
0.754573,0.491029,1
0.287158,0.231955,2
0.496064,0.26854,3
0.529321,0.369323,1
0.620636,0.680335,2
0.529618,0.2321,3
0.458523,0.408095,1
0.398136,0.725924,2
0.926829,0.625736,3
0.720627,0.765093,1
0.420781,0.16006,2
0.90849,0.583581,3
0.453806,0.441935,1
0.670792,0.543667,2
0.638685,0.219369,3
0.777504,0.532126,1
0.29653,0.254345,2
0.366704,0.617051,3
0.784426,0.517902,1
0.446511,0.765191,2
0.398631,0.609552,3
0.771623,0.599448,1
0.203034,0.565412,2
0.347841,0.451326,3
0.410771,0.880814,1
0.645253,0.639363,2
0.423542,0.621619,3
0.581532,0.339507,1
0.672357,0.535544,2
0.387263,0.314452,3
0.542291,0.845439,1
0.241151,0.294047,2
0.545545,0.223873,3
0.540756,0.357898,1
0.628093,0.691079,2
0.311189,0.518076,3
0.655114,0.812659,1
0.228384,0.616472,2
0.366487,0.571921,3
0.736943,0.712656,1
0.634042,0.546412,2
0.319912,0.566014,3
0.438857,0.885208,1
0.201194,0.53558,2
0.36911,0.365914,3
0.39671,0.846386,1
0.499686,0.768094,2
0.89775,0.476507,3
0.710951,0.766192,1
0.673439,0.515253,2
0.922412,0.534108,3
0.758953,0.456441,1
0.493092,0.748676,2
0.370609,0.57835,3
0.589136,0.851078,1
0.324175,0.19567,2
0.309102,0.413995,3
0.605591,0.33903,1
0.239394,0.341059,2
0.66429,0.237264,3
0.782249,0.60231,1
0.676688,0.57879,2
0.336691,0.481421,3
0.736721,0.760472,1
0.206671,0.524975,2
0.32799,0.530527,3
0.212157,0.765653,1
0.421962,0.750586,2
0.762534,0.269127,3
0.564901,0.33468,1
0.674954,0.533874,2
0.308177,0.478639,3
0.452092,0.411597,1
0.676543,0.624416,2
0.336015,0.483927,3
0.768763,0.670806,1
0.522564,0.765387,2
0.41074,0.617489,3
0.800665,0.568973,1
0.419969,0.731849,2
0.363294,0.574251,3
0.76154,0.418436,1
0.59584,0.716819,2
0.395473,0.347599,3
0.297056,0.842498,1
0.493426,0.729157,2
0.366297,0.584075,3
0.768376,0.585099,1
0.337426,0.730799,2
0.794301,0.311563,3
0.477123,0.420284,1
0.332383,0.17381,2
0.31184,0.453323,3
0.745043,0.712917,1
0.631926,0.54692,2
0.668486,0.253106,3
0.675491,0.397,1
0.227816,0.458889,2
0.716791,0.291638,3
0.577861,0.378015,1
0.603267,0.707842,2
0.777443,0.297903,3
0.72588,0.731984,1
0.375867,0.735114,2
0.839447,0.37791,3
0.768765,0.547976,1
0.564337,0.734988,2
0.389593,0.330821,3
0.538974,0.884186,1
0.663849,0.536433,2
0.380304,0.585292,3
0.233271,0.785302,1
0.236254,0.646108,2
0.904956,0.57397,3
0.602762,0.384937,1
0.505075,0.104529,2
0.822354,0.37322,3
0.202099,0.772345,1
0.655275,0.673179,2
0.416849,0.618205,3
0.618875,0.355811,1
0.670608,0.525726,2
0.321046,0.42882,3
0.655034,0.776618,1
0.400202,0.729589,2
0.355927,0.548125,3
0.567942,0.841695,1
0.629445,0.533077,2
0.684332,0.264342,3
0.676122,0.397416,1
0.283674,0.274881,2
0.332534,0.554514,3
0.676246,0.781121,1
0.301492,0.227716,2
0.320432,0.411556,3
0.344019,0.872907,1
0.64188,0.673062,2
0.380281,0.600151,3
0.358963,0.858526,1
0.611512,0.716859,2
0.348456,0.458161,3
0.314561,0.853599,1
0.673253,0.563516,2
0.452322,0.62247,3
0.771999,0.662705,1
0.315248,0.207087,2
0.922176,0.535918,3
0.601031,0.841938,1
0.634737,0.534011,2
0.321719,0.51154,3
